NMec = 95584
T = 35
P = 2
Profits not ignored
Valid tasks:                                                          1200000
Solution time = 4.275e+01
Task data
    2 122 21446 0
    6  17  2734 1
    9  17  2175 -1
   11  13   670 -1
   20  23   677 -1
   24  35  2869 -1
   26  45  2688 -1
   31  38   803 -1
   32  50  3702 1
   34  52  2949 -1
   41  62  3971 -1
   49  52   777 -1
   52  60  2294 -1
   54  63   755 -1
   56 122 14851 1
   57  70  2304 -1
   58 168  9734 -1
   60  78  1777 -1
   65  75  1925 -1
   74 103  3128 -1
   75  98  2981 -1
   76  77   523 -1
   81  92  1162 -1
   86  94  1595 -1
   98 162 12237 -1
  105 111  1305 -1
  111 115   463 -1
  118 130  1219 -1
  128 138  2227 -1
  132 133   210 -1
  132 144  1372 0
  137 161  6065 1
  143 166  1593 -1
  157 173  1975 0
  158 162   614 -1
Best profit: 52145
End
