NMec = 95584
T = 36
P = 5
Profits not ignored
Valid tasks:                                                          1200000
Solution time = 1.044e+01
Task data
    0  16  1686 -1
    0  71 11466 0
    1  20  2269 -1
    2  11   876 1
    2  69 10177 -1
    3   8   741 2
    5  28  2446 -1
    8  15   493 3
    9  13   691 2
    9  17   816 -1
    9  59  9293 4
   10  16   574 -1
   10  18  1747 -1
   12  56 10303 1
   16  18   556 2
   17  33  1779 -1
   18  37  3897 3
   18  38  2310 -1
   23  46  3681 2
   26  34   669 -1
   27  48  2773 -1
   31  55  3175 -1
   33  42  1270 -1
   33  60  4707 -1
   36  54  3043 -1
   43  52  1089 3
   47  59  3525 -1
   49  71  4569 2
   50  60  1424 -1
   51  56   689 -1
   51  63  2071 -1
   52  67  2059 -1
   52  70  4636 -1
   54  67  4040 3
   59  69  1574 1
   66  69   408 -1
Best profit: 53269
End
