NMec = 95584
T = 40
P = 2
Profits not ignored
Valid tasks:                                                          1200000
Solution time = 4.125e+02
Task data
    0 199 22661 -1
    2 195 18924 -1
    3  13  1346 0
    5  15  1927 -1
    9  97  7063 -1
    9 139 17538 -1
   11  55  7603 1
   15  31  1803 0
   24  35  2562 -1
   34  41  2189 0
   34  43  2235 -1
   37 197 12311 -1
   40  50  1460 -1
   47  56  1613 0
   58  69  1128 -1
   60  82  3205 -1
   62  83  2511 0
   62 196 19802 1
   64 179  9905 -1
   67  87  3792 -1
   70  82  2931 -1
   71  84  1950 -1
   83  88   705 -1
   83  99  4310 -1
   88 114  6105 0
   95 115  2129 -1
  100 104   528 -1
  115 136  4642 0
  121 127   651 -1
  121 131  1007 -1
  125 137  1379 -1
  125 139  2052 -1
  140 164  4870 -1
  147 164  2749 0
  154 158   849 -1
  155 177  1858 -1
  160 172  2296 -1
  167 185  3328 -1
  173 189  3259 0
  188 189   236 -1
Best profit: 53622
End
