01	01	1550
02	01	2671
02	02	4576
03	01	2700
03	02	4557
03	03	5726
04	01	3035
04	02	5807
04	03	7296
04	04	8129
05	01	5991
05	02	7029
05	03	7791
05	04	7791
05	05	7791
06	01	5076
06	02	5531
06	03	6896
06	04	7799
06	05	8309
06	06	8309
07	01	7184
07	02	7644
07	03	10462
07	04	12107
07	05	13715
07	06	15048
07	07	15048
08	01	10298
08	02	11373
08	03	9596
08	04	11178
08	05	11853
08	06	11853
08	07	11853
08	08	11853
09	01	10945
09	02	10572
09	03	14900
09	04	18639
09	05	21350
09	06	22363
09	07	23174
09	08	23174
10	01	6783
10	02	11408
10	03	11998
10	04	13959
10	05	15558
10	06	16833
10	07	16833
10	08	16833
11	01	11544
11	02	9692
11	03	11223
11	04	11510
11	05	13680
11	06	15694
11	07	17410
11	08	18909
12	01	9956
12	02	16509
12	03	12932
12	04	12677
12	05	14844
12	06	16417
12	07	17780
12	08	19060
13	01	17080
13	02	12531
13	03	15239
13	04	13213
13	05	17640
13	06	20076
13	07	22418
13	08	24593
14	01	13088
14	02	14439
14	03	13940
14	04	17249
14	05	18689
14	06	20694
14	07	22594
14	08	24073
15	01	11322
15	02	15382
15	03	17772
15	04	13694
15	05	15963
15	06	17951
15	07	19892
15	08	21790
16	01	28794
16	02	21672
16	03	21483
16	04	23656
16	05	18310
16	06	23549
16	07	25815
16	08	27779
17	01	22887
17	02	20389
17	03	23688
17	04	25808
17	05	19915
17	06	24465
17	07	27178
17	08	29859
18	01	29331
18	02	34435
18	03	25255
18	04	23487
18	05	28370
18	06	26928
18	07	29508
18	08	31719
19	01	29031
19	02	22086
19	03	26009
19	04	25458
19	05	24931
19	06	23783
19	07	24840
19	08	27488
20	01	24556
20	02	25587
20	03	31199
20	04	25287
20	05	27962
20	06	29260
20	07	24998
20	08	26369
21	01	23162
21	02	30585
21	03	28949
21	04	28294
21	05	27221
21	06	24298
21	07	24631
21	08	26774
22	01	19410
22	02	27607
22	03	25352
22	04	35974
22	05	28082
22	06	28499
22	07	33577
22	08	32304
23	01	40017
23	02	40654
23	03	27814
23	04	30580
23	05	29098
23	06	31244
23	07	28664
23	08	31930
24	01	29265
24	02	44418
24	03	30202
24	04	38178
24	05	37770
24	06	35816
24	07	32142
24	08	37844
25	01	33758
25	02	35167
25	03	37314
25	04	28453
25	05	37812
25	06	26843
25	07	31278
25	08	35847
26	01	27543
26	02	33666
26	03	33740
26	04	36740
26	05	32796
26	06	34974
26	07	28945
26	08	32871
27	01	29749
27	02	33750
27	03	47960
27	04	35138
27	05	33112
27	06	32103
27	07	39589
27	08	39596
28	01	53699
28	02	31035
28	03	35919
28	04	42437
28	05	40353
28	06	41430
28	07	35629
28	08	33074
29	01	36085
29	02	53774
29	03	45691
29	04	47359
29	05	48280
29	06	48621
29	07	44701
29	08	43424
30	01	37400
30	02	41682
30	03	49447
30	04	48379
30	05	48090
30	06	48489
30	07	48970
30	08	44983
31	01	42411
31	02	49327
31	03	41453
31	04	49081
31	05	40775
31	06	43568
31	07	40381
31	08	44385
32	01	45237
32	02	42829
32	03	45767
32	04	44977
32	05	37656
32	06	46542
32	07	36500
32	08	38049
33	01	52734
33	02	39654
33	03	48186
33	04	49359
33	05	51042
33	06	50703
33	07	49571
33	08	49157
34	01	39758
34	02	41524
34	03	44342
34	04	42252
34	05	37790
34	06	44528
34	07	44861
34	08	41144
35	01	55805
35	02	54252
35	03	44275
35	04	53112
35	05	53514
35	06	52007
35	07	55111
35	08	47296
36	01	38897
36	02	45423
36	03	61798
36	04	42033
36	05	55959
36	06	55025
36	07	49036
36	08	44905
37	01	43275
37	02	42085
37	03	52212
37	04	59568
37	05	64885
37	06	44849
37	07	49852
37	08	49808
38	01	54423
38	02	81628
38	03	48125
38	04	58407
38	05	50445
38	06	55654
38	07	54770
38	08	53320
39	01	45000
39	02	47524
39	03	59041
39	04	55383
39	05	63072
39	06	58753
39	07	53860
39	08	56854
40	01	56838
40	02	57642
40	03	54806
40	04	55013
40	05	56397
40	06	58739
40	07	57627
40	08	57592
