NMec = 95584
T = 38
P = 3
Profits ignored
Valid tasks:                                                                0
Solution time = 3.297e-06
Task data
    3  11     1 0
    8  13     1 1
    9  17     1 2
   12  24     1 0
   21  34     1 1
   17  35     1 364235885
   21  36     1 2
   22  38     1 32543
   21  42     1 0
   24  45     1 360965256
   44  46     1 0
   30  49     1 379280384
   33  51     1 195
   45  53     1 1
   52  54     1 0
   44  59     1 2
   61  63     1 0
   62  65     1 1
   56  66     1 0
   58  67     1 0
   70  76     1 0
    3  80     1 0
   73  81     1 1
   61  83     1 2
   81  84     1 0
   75  85     1 379279720
   76  85     1 32766
   74  88     1 32543
   22  90     1 0
   78  90     1 0
   73  98     1 32766
   91 100     1 0
   90 104     1 1
   97 107     1 2
   90 111     1 32543
   58 116     1 0
  103 123     1 0
   96 126     1 32543
Best profit: 20
End
