NMec = 95584
T = 37
P = 3
Profits ignored
Valid tasks:                                                                0
Solution time = 3.176e-06
Task data
    3  15     1 0
    6  17     1 1
    4  23     1 2
    2  24     1 1
   12  24     1 0
   15  24     1 1192893188
    8  25     1 1192893744
   22  28     1 0
   16  31     1 32642
   24  34     1 1
   33  35     1 0
   15  37     1 32642
   26  40     1 2
   30  45     1 0
   27  49     1 0
   43  61     1 0
   56  64     1 1
   52  66     1 2
   57  66     1 1192893616
   53  68     1 32765
   56  69     1 0
   68  72     1 0
   56  75     1 0
   68  75     1 1
   63  76     1 0
   66  76     1 32642
   58  78     1 195
   75  82     1 0
   68  83     1 2
   77  89     1 1
   78  93     1 32642
   75  95     1 32765
   95 108     1 0
   86 113     1 2
  107 115     1 1
  101 116     1 0
    6 120     1 4
Best profit: 18
End
