NMec = 95584
T = 37
P = 1
Profits ignored
Valid tasks:                                                                0
Solution time = 2.545e-06
Task data
    9  19     1 0
    3  25     1 32516
    7  27     1 32516
   14  30     1 32516
   26  35     1 0
   35  38     1 0
   21  39     1 -1084769504
   25  42     1 0
   39  53     1 0
   47  62     1 32516
   66  70     1 0
   73  78     1 0
   63  89     1 -1084769632
   68  90     1 1
   82  93     1 0
   88  97     1 0
  125 134     1 0
  146 169     1 0
  173 182     1 0
  174 186     1 32516
  174 192     1 0
  177 192     1 0
  187 193     1 0
  194 204     1 0
  205 221     1 0
  184 223     1 0
  212 237     1 -777968277
  234 248     1 0
  246 256     1 -1
  252 280     1 0
  284 288     1 0
  274 297     1 4
  286 305     1 1736415839
  296 313     1 0
  313 320     1 32767
  347 357     1 0
    2 368     1 0
Best profit: 17
End
