NMec = 95584
T = 35
P = 1
Profits ignored
Valid tasks:                                                                0
Solution time = 2.415e-06
Task data
    8  28     1 0
   34  42     1 0
   47  56     1 0
    3  70     1 1
   73  92     1 0
   72  96     1 0
   95  98     1 0
   93 104     1 195
   98 107     1 32616
   90 111     1 889533168
  150 151     1 0
  155 156     1 0
  153 175     1 1736415839
  167 176     1 0
  172 186     1 32616
  185 200     1 0
  193 207     1 -195662739
  187 208     1 0
  203 209     1 0
  235 238     1 0
  230 240     1 0
  237 241     1 32766
  235 251     1 0
  249 257     1 0
  242 259     1 0
  120 270     1 -195701520
  275 283     1 0
  292 297     1 0
  289 302     1 0
  311 315     1 0
  309 332     1 32616
  229 333     1 0
  320 337     1 0
  331 345     1 0
  344 348     1 0
Best profit: 17
End
