NMec = 95584
T = 38
P = 1
Profits ignored
Valid tasks:                                                                0
Solution time = 2.575e-06
Task data
   22  39     1 0
   44  49     1 0
   34  55     1 -1576377968
   49  57     1 0
   69  74     1 0
   66  80     1 840680688
   76  81     1 0
   73  84     1 -1577020960
   88  90     1 0
   79  93     1 1
   90 109     1 32607
  109 123     1 0
  119 138     1 32766
  138 140     1 0
  146 148     1 0
  171 175     1 0
  188 193     1 0
  184 197     1 1736415839
   10 216     1 0
  216 220     1 0
  218 227     1 0
  137 235     1 32607
  255 263     1 0
  259 270     1 32607
  276 288     1 0
  277 288     1 32607
  300 309     1 0
  308 321     1 32766
  314 333     1 0
  332 334     1 0
   32 336     1 840721771
  332 336     1 837448840
  318 338     1 0
  326 345     1 4
  347 354     1 0
  360 362     1 0
  360 370     1 -1577020832
  132 375     1 32607
Best profit: 17
End
