NMec = 95584
T = 38
P = 2
Profits ignored
Valid tasks:                                                                0
Solution time = 3.276e-06
Task data
    3   8     1 0
   19  24     1 0
   15  37     1 1
   25  41     1 0
   43  46     1 0
   44  56     1 1
   49  59     1 0
   51  62     1 -1036073621
   69  73     1 0
   70  73     1 1
   16  78     1 4
   66  78     1 -1036075923
   76  85     1 0
   78  96     1 1
   75 101     1 -734078744
   96 108     1 0
   98 108     1 1
   97 109     1 32759
   98 110     1 32766
  103 113     1 1736415839
  105 113     1 195
  101 115     1 -734078636
    2 117     1 0
  109 121     1 0
  119 137     1 1
  133 141     1 0
  127 144     1 -734078208
  130 145     1 0
   66 146     1 32766
  158 164     1 0
  167 173     1 0
   89 175     1 32759
  168 175     1 1
   49 179     1 1
   10 180     1 0
  169 185     1 32759
  162 186     1 32759
   56 188     1 0
Best profit: 19
End
