NMec = 95584
T = 35
P = 2
Profits ignored
Valid tasks:                                                                0
Solution time = 2.825e-06
Task data
   11  13     1 0
    6  17     1 1
    9  17     1 1
   20  23     1 0
   24  35     1 0
   31  38     1 1
   26  45     1 32766
   32  50     1 32714
   34  52     1 408657005
   49  52     1 0
   52  60     1 1
   41  62     1 0
   54  63     1 0
   57  70     1 195
   65  75     1 0
   76  77     1 0
   60  78     1 0
   81  92     1 0
   86  94     1 1
   75  98     1 32714
   74 103     1 408659307
  105 111     1 0
  111 115     1 1
    2 122     1 32714
   56 122     1 0
  118 130     1 0
  132 133     1 0
  128 138     1 1
  132 144     1 0
  137 161     1 0
   98 162     1 -1825085600
  158 162     1 1
  143 166     1 32714
   58 168     1 32714
  157 173     1 32766
Best profit: 19
End
