NMec = 97746
T = 40
P = 3
Profits not ignored
Valid tasks:                                                          1200000
Solution time = 6.775e+01
Task data
    0  89 17598 0
    4  13   954 1
    4  13   623 -1
    6 116 11388 -1
   12  24  1348 2
   13 125 20838 -1
   16 122  8326 -1
   19  43  5669 1
   22  40  2180 -1
   23  31  1004 -1
   25 104 18290 2
   26  37  2038 -1
   29  46  3186 -1
   30  48  1496 -1
   31  39  1803 -1
   33  44  1787 -1
   34  49  4112 -1
   39  53  2952 -1
   49  59   748 -1
   49  59  1011 -1
   51  62  1310 -1
   54  75  3498 -1
   62  75  1863 1
   76  93  3304 1
   76  97  1967 -1
   88 100  1021 -1
   89 101  2278 -1
   95  99  1035 0
   96 108  2353 1
   96 116  3409 -1
   97 106  1068 -1
  101 122  1684 -1
  104 119  3904 0
  106 107   280 2
  107 115   968 -1
  110 115   685 -1
  112 117  1459 1
  123 133  1855 0
  126 132  1057 1
  129 132   753 2
Best profit: 61722
End
