NMec = 97746
T = 36
P = 1
Profits not ignored
Valid tasks:                                                          1200000
Solution time = 6.029e+02
Task data
    1 252 14347 -1
    2 256 30948 -1
   35 264 36863 0
   41  48  1340 -1
   41  53  3349 -1
   56  65  1102 -1
   60  84  3918 -1
   68  89  3938 -1
   69  82   961 -1
   97 117  2117 -1
   98 116  3646 -1
  118 134  2053 -1
  123 131  1727 -1
  142 153  2841 -1
  162 167   601 -1
  165 171   717 -1
  167 177  1131 -1
  175 181   751 -1
  190 204  3535 -1
  194 204  2555 -1
  195 214  1535 -1
  198 202   734 -1
  209 218  1736 -1
  211 218   742 -1
  233 253  2546 -1
  243 259  1856 -1
  253 260  1009 -1
  253 274  3827 -1
  264 272  1162 -1
  281 291  1569 -1
  304 320  3797 -1
  307 323  2247 -1
  308 324  2127 -1
  312 327  4489 0
  329 350  2302 0
  331 339   869 -1
Best profit: 43654
End
