NMec = 97746
T = 39
P = 1
Profits not ignored
Valid tasks:                                                          1200000
Solution time = 1.296e+03
Task data
   26  35  2179 -1
   31  47  2654 0
   38  41   776 -1
   40  57  4194 -1
   64  67   649 -1
   64 176 15734 0
   81 316 43613 -1
   83 102  1729 -1
   88  92   620 -1
   90 103  2861 -1
   91 105  2149 -1
   96 108  2282 -1
  107 175  8633 -1
  117 123  1171 -1
  117 130  2995 -1
  119 125   828 -1
  121 129   996 -1
  148 155  1686 -1
  160 172  1799 -1
  161 182  2167 -1
  164 170  1461 -1
  167 173   482 -1
  176 196  1784 -1
  184 198  1835 0
  190 194   493 -1
  211 225  1931 0
  218 227  2626 -1
  226 236  1153 -1
  232 239  1600 0
  243 253  1605 0
  257 266   972 0
  264 265   190 -1
  267 277  2249 -1
  274 278   710 0
  275 285  1263 -1
  325 348  3293 0
  327 329   564 -1
  351 361  1062 -1
  355 373  2634 0
Best profit: 32968
End
