NMec = 97746
T = 35
P = 1
Profits ignored
Valid tasks:                                                                0
Solution time = 2.525e-06
Task data
   33  46     1 0
   46  56     1 1545577712
   40  64     1 -1
   65  66     1 0
   57  71     1 0
   52  75     1 32767
   54  78     1 1545616493
   72  86     1 0
   78  86     1 799382260
   83  87     1 32710
   75  88     1 1
   88  92     1 0
  112 123     1 0
  146 153     1 0
  145 160     1 1736415839
  151 165     1 32767
  162 171     1 0
  165 176     1 799662480
  166 185     1 32710
  203 213     1 0
  215 219     1 0
  208 220     1 32710
  213 227     1 0
  219 231     1 0
   70 238     1 1545618795
  233 239     1 0
  236 246     1 0
  235 250     1 0
  255 277     1 0
  271 284     1 0
    8 287     1 0
  317 325     1 0
  324 339     1 799382152
  328 339     1 0
  341 349     1 0
Best profit: 14
End
