NMec = 97746
T = 40
P = 3
Profits ignored
Valid tasks:                                                                0
Solution time = 3.337e-06
Task data
    4  13     1 0
    4  13     1 1
   12  24     1 2
   23  31     1 0
   26  37     1 1
   31  39     1 2
   22  40     1 961017195
   19  43     1 32766
   33  44     1 0
   29  46     1 32714
   30  48     1 1354342800
   34  49     1 0
   39  53     1 1
   49  59     1 0
   49  59     1 2
   51  62     1 0
   54  75     1 1
   62  75     1 0
    0  89     1 961014893
   76  93     1 0
   76  97     1 1
   95  99     1 0
   88 100     1 2
   89 101     1 0
   25 104     1 32714
   97 106     1 32766
  106 107     1 0
   96 108     1 0
  107 115     1 1
  110 115     1 0
    6 116     1 0
   96 116     1 4
  112 117     1 2
  104 119     1 1353221120
   16 122     1 0
  101 122     1 1
   13 125     1 0
  126 132     1 0
  129 132     1 1
  123 133     1 2
Best profit: 23
End
