NMec = 97746
T = 37
P = 3
Profits ignored
Valid tasks:                                                                0
Solution time = 1.279e-05
Task data
   15  20     1 0
    5  27     1 1
   27  30     1 0
   10  32     1 2
   19  32     1 593117584
   22  33     1 1296278664
   11  34     1 32668
   31  37     1 0
   29  38     1 1
   31  43     1 0
   35  43     1 2
   17  44     1 591931972
   36  44     1 0
   19  45     1 32668
   28  45     1 1299549293
   36  45     1 0
   32  48     1 32766
   48  58     1 0
   56  58     1 1
    5  62     1 195
   51  65     1 2
   43  69     1 32668
   65  71     1 0
   68  75     1 1
   64  76     1 591931864
   72  80     1 0
   64  85     1 32766
   85  86     1 0
   90  96     1 0
   88  99     1 1
   81 100     1 2
   21 110     1 0
  107 114     1 0
  107 115     1 1
   98 119     1 0
   16 121     1 0
  106 121     1 2
Best profit: 20
End
