NMec = 97746
T = 35
P = 3
Profits ignored
Valid tasks:                                                                0
Solution time = 3.166e-06
Task data
   15  25     1 0
    4  26     1 1
   17  26     1 2
   23  29     1 32589
   20  32     1 1334523776
   11  36     1 32765
   22  40     1 -284179320
   31  43     1 0
   24  44     1 1334523348
   27  50     1 1
   49  58     1 0
   48  65     1 2
   52  67     1 1
   54  70     1 32589
   63  71     1 0
   54  73     1 0
   72  74     1 0
   67  75     1 2
   56  77     1 -280906389
   67  78     1 0
   70  78     1 1
   59  79     1 32765
   71  80     1 0
   72  83     1 -280908691
   81  93     1 0
   90 100     1 1
   92 100     1 2
   90 104     1 -280947472
   37 110     1 0
   19 112     1 4
   94 112     1 0
  100 115     1 0
    1 116     1 32589
   99 116     1 0
  102 116     1 1
Best profit: 17
End
