NMec = 97746
T = 37
P = 1
Profits ignored
Valid tasks:                                                                0
Solution time = 2.595e-06
Task data
   11  21     1 0
   39  49     1 0
   41  50     1 1633841268
   28  52     1 1736415839
   38  52     1 0
   50  59     1 0
   61  76     1 0
   70  81     1 0
   74  88     1 0
   96 101     1 0
   86 103     1 32765
  108 122     1 0
  115 128     1 0
  115 129     1 32570
  118 132     1 1633841696
  116 133     1 0
  136 155     1 0
  146 155     1 -819778451
  139 162     1 32765
  187 197     1 0
   83 201     1 32765
  183 202     1 -823049080
  193 205     1 32570
  215 228     1 0
  238 243     1 0
  276 281     1 0
  271 284     1 0
  268 290     1 0
  137 302     1 1633841160
  299 305     1 0
  322 330     1 0
  310 332     1 0
  327 335     1 -1
  341 349     1 0
  346 351     1 0
  337 355     1 1634382224
  222 362     1 1
Best profit: 14
End
