NMec = 97746
T = 36
P = 1
Profits ignored
Valid tasks:                                                                0
Solution time = 2.324e-06
Task data
   41  48     1 0
   41  53     1 32645
   56  65     1 0
   69  82     1 0
   60  84     1 1340492560
   68  89     1 0
   98 116     1 0
   97 117     1 0
  123 131     1 0
  118 134     1 4
  142 153     1 0
  162 167     1 0
  165 171     1 0
  167 177     1 1
  175 181     1 0
  198 202     1 0
  190 204     1 32645
  194 204     1 32645
  195 214     1 1736415839
  209 218     1 0
  211 218     1 0
    1 252     1 0
  233 253     1 0
    2 256     1 0
  243 259     1 0
  253 260     1 195
   35 264     1 0
  264 272     1 0
  253 274     1 -1809857296
  281 291     1 0
  304 320     1 0
  307 323     1 1341931920
  308 324     1 0
  312 327     1 -1809818515
  331 339     1 0
  329 350     1 32645
Best profit: 15
End
