NMec = 97746
T = 40
P = 2
Profits ignored
Valid tasks:                                                                0
Solution time = 3.266e-06
Task data
   22  29     1 0
   14  36     1 1
   22  38     1 32662
   26  38     1 32765
   31  42     1 0
   27  44     1 0
   41  46     1 1
   43  51     1 0
   50  58     1 1
   42  63     1 0
   45  68     1 -922844784
   44  69     1 32765
   61  69     1 0
   57  73     1 0
   68  73     1 1
   65  76     1 -755067768
   63  79     1 32662
   62  82     1 -751835920
   78  85     1 0
   47 104     1 0
   89 105     1 0
  110 122     1 0
  123 139     1 0
  130 140     1 1
   16 141     1 -923383144
  134 142     1 32662
   17 153     1 1736415839
  143 153     1 0
  143 156     1 1
  134 158     1 4
  149 159     1 32662
  154 161     1 0
  165 167     1 0
  162 176     1 1
  165 182     1 -751797139
  176 183     1 0
   89 186     1 -1
    5 192     1 32662
  184 192     1 0
  107 197     1 1
Best profit: 20
End
